pitch_type,p_throws,stand,events,description,launch_speed
SI,R,R,hit_by_pitch,hit_by_pitch,
CH,R,R,,ball,
SI,R,R,,swinging_strike,
ST,R,R,,ball,
SI,R,R,strikeout,called_strike,
FF,R,R,,foul,87.7
SI,R,R,,ball,
ST,R,R,,blocked_ball,
ST,R,R,,swinging_strike,
ST,R,R,,swinging_strike,
ST,R,R,walk,ball,
ST,R,R,,ball,
FF,R,R,,ball,
SI,R,R,,called_strike,
SI,R,R,,ball,
SI,R,L,home_run,hit_into_play,107.9
ST,R,L,,ball,
ST,R,L,,called_strike,
ST,R,L,,ball,
SI,R,L,,ball,
ST,R,R,strikeout,called_strike,
FF,R,R,,ball,
ST,R,R,,called_strike,
ST,R,R,,ball,
SI,R,R,,called_strike,
ST,R,R,,ball,
ST,R,L,strikeout,swinging_strike,
SI,R,L,,foul,95.7
FF,R,L,,ball,
ST,R,L,,foul,71.9
ST,R,L,,called_strike,
FF,R,L,strikeout,swinging_strike,
FF,R,L,,foul,78.3
SI,R,L,,foul,84.0
SI,R,L,,ball,
ST,R,L,,ball,
SI,R,L,,swinging_strike,
SI,R,L,,swinging_strike,
ST,R,R,home_run,hit_into_play,106.6
ST,R,R,,called_strike,
FF,R,L,home_run,hit_into_play,111.8
FF,R,L,,ball,
SI,R,L,,foul,80.2
SI,R,L,,swinging_strike,
SI,R,L,,ball,
ST,R,R,single,hit_into_play,102.4
ST,R,R,,foul,70.3
ST,R,R,,foul,
ST,R,R,,called_strike,
ST,R,R,,ball,
FF,R,L,field_out,hit_into_play,80.9
FF,R,L,,called_strike,
FF,R,L,field_out,hit_into_play,88.4
ST,R,L,,foul,66.0
SL,R,L,,foul,106.4
SI,R,L,,foul,87.2
FF,R,L,,called_strike,
ST,R,L,,ball,
SI,R,R,field_out,hit_into_play,80.8
CU,R,R,,ball,
CU,R,R,,blocked_ball,
SI,R,R,single,hit_into_play,107.4
FF,R,R,field_out,hit_into_play,106.2
SI,R,R,,foul,80.1
SI,R,R,,ball,
SI,R,R,,ball,
CU,R,R,single,hit_into_play,106.7
SI,R,R,,foul,67.5
SI,R,R,field_out,hit_into_play,64.0
SI,R,R,,called_strike,
CU,R,R,home_run,hit_into_play,100.5
CU,R,R,,swinging_strike,
SI,R,R,,called_strike,
CU,R,R,,ball,
ST,R,R,field_out,hit_into_play,77.0
SI,R,R,,called_strike,
CH,R,R,,ball,
SI,R,R,,foul,57.1
FC,R,R,,ball,
CH,R,L,field_out,hit_into_play,88.5
FF,R,L,,foul,
ST,R,L,,ball,
FC,R,R,strikeout,swinging_strike,
ST,R,R,,foul,63.0
FF,R,R,,ball,
SI,R,R,,foul,72.2
SI,R,R,,called_strike,
SL,L,L,field_out,hit_into_play,87.9
SI,L,R,walk,ball,
SL,L,R,,called_strike,
SI,L,R,,ball,
SI,L,R,,ball,
SI,L,R,,swinging_strike,
SL,L,R,,ball,
SI,L,R,field_out,hit_into_play,105.4
CH,L,R,,foul,61.2
FC,L,R,,ball,
CH,L,R,,foul,70.5
CH,L,R,,swinging_strike,
CH,L,R,field_out,hit_into_play,63.6
SI,L,R,,foul,81.1
CH,L,R,,foul,58.9
CH,L,R,,foul,47.7
SL,L,R,,foul,103.2
SI,L,R,,foul,79.0
SL,L,R,,swinging_strike,
CH,L,R,,swinging_strike,
CH,L,R,,ball,
SI,R,R,truncated_pa,called_strike,
SL,R,R,,blocked_ball,
SL,R,R,,ball,
CH,R,R,,called_strike,
SI,R,L,single,hit_into_play,104.2
FF,R,L,,ball,
SI,R,L,,ball,
ST,R,R,field_out,hit_into_play,61.6
ST,R,R,,ball,
ST,R,R,,swinging_strike,
SL,R,R,,swinging_strike,
SI,R,L,strikeout,swinging_strike,
SI,R,L,,foul,96.7
SI,R,L,,called_strike,
FC,R,L,,ball,
ST,R,L,,ball,
SI,L,R,strikeout,swinging_strike,
SI,L,R,,swinging_strike,
SI,L,R,,swinging_strike,
CH,L,R,strikeout,swinging_strike,
CH,L,R,,foul,79.2
SI,L,R,,ball,
SI,L,R,,foul,101.2
SI,L,R,,ball,
CH,L,R,,swinging_strike,
SI,L,R,,called_strike,
SL,L,R,field_out,hit_into_play,94.3
SI,L,R,,foul,93.0
FC,L,R,,ball,
CH,L,R,,swinging_strike,
SI,L,R,,ball,
SI,L,R,,called_strike,
ST,R,R,field_out,hit_into_play,70.3
ST,R,R,,blocked_ball,
ST,R,R,,swinging_strike,
FF,R,L,field_out,hit_into_play,90.0
FF,R,L,,called_strike,
FF,R,L,,foul_tip,
ST,R,R,single,hit_into_play,73.1
SI,R,R,,foul_bunt,
ST,R,R,strikeout,swinging_strike,
SI,R,R,,foul,77.8
ST,R,R,,called_strike,
CH,L,R,strikeout,swinging_strike,
CH,L,R,,foul,74.8
SL,L,R,,foul,98.4
SI,L,R,,called_strike,
SI,L,R,,called_strike,
CH,L,R,,ball,
SI,L,R,,blocked_ball,
SL,L,R,strikeout,swinging_strike,
SL,L,R,,swinging_strike,
SI,L,R,,called_strike,
SL,L,R,,ball,
SL,L,L,single,hit_into_play,72.5
SI,L,L,,ball,
SL,L,L,,foul,46.6
CH,L,L,,foul,100.6
SL,L,L,,foul,80.1
SL,L,L,,ball,
CH,L,R,home_run,hit_into_play,99.0
CH,L,R,single,hit_into_play,81.3
SI,L,R,,foul,72.2
SI,L,R,,ball,
SI,L,R,,ball,
CH,L,R,field_out,hit_into_play,60.8
CH,L,R,,called_strike,
FC,L,R,,ball,
SI,L,R,,called_strike,
SI,R,L,field_out,hit_into_play,75.5
ST,R,L,,foul,52.7
CH,R,R,strikeout,swinging_strike,
ST,R,R,,foul,74.3
FF,R,R,,foul,96.9
FF,R,R,,ball,
SI,R,R,,called_strike,
SI,R,L,strikeout,called_strike,
ST,R,L,,swinging_strike,
FF,R,L,,foul,78.7
SI,L,R,field_out,hit_into_play,79.2
SI,L,R,field_out,hit_into_play,113.9
SI,L,R,,ball,
CH,L,R,field_out,hit_into_play,73.2
SI,L,R,,ball,
SL,L,R,,foul,44.0
SI,L,R,,called_strike,
CH,L,R,single,hit_into_play,73.2
CH,L,R,,foul,
CH,L,R,,swinging_strike,
CH,L,R,,called_strike,
SI,R,R,field_out,hit_into_play,77.4
ST,R,R,,ball,
SI,R,L,strikeout,called_strike,
FF,R,L,,ball,
ST,R,L,,ball,
FF,R,L,,foul,82.7
FF,R,L,,ball,
FF,R,L,,foul_tip,
FF,R,L,,called_strike,
SL,R,R,single,hit_into_play,76.5
FF,R,L,field_out,hit_into_play,108.1
FF,R,L,,foul,96.6
FC,R,L,,ball,
FF,R,L,,called_strike,
SI,L,R,field_out,hit_into_play,101.5
CH,L,R,,called_strike,
SI,L,R,,called_strike,
SI,L,R,,ball,
SI,L,L,field_out,hit_into_play,104.8
SI,L,R,double,hit_into_play,90.2
CH,L,R,,foul,
CH,L,R,,swinging_strike,
SL,L,R,,called_strike,
CH,L,R,strikeout,swinging_strike,
CH,L,R,,foul,61.7
SI,L,R,,foul,84.4
CH,L,R,,ball,
SI,L,R,,called_strike,
CH,R,L,field_out,hit_into_play,71.1
FF,R,L,,ball,
CH,R,L,,swinging_strike,
FF,R,L,,foul,78.3
FF,R,L,,ball,
FF,R,R,strikeout,called_strike,
CH,R,R,,foul,82.1
FF,R,R,,foul,84.2
CH,R,R,,foul,82.0
FF,R,R,,called_strike,
FC,R,R,,ball,
FF,R,R,,ball,
CH,R,R,,ball,
FF,R,L,strikeout,swinging_strike,
CH,R,L,,ball,
FF,R,L,,foul,69.5
CH,R,L,,foul,87.4
CH,R,L,,swinging_strike,
CH,R,L,,ball,
CH,R,L,,called_strike,
FF,R,R,strikeout,swinging_strike,
SI,R,R,,foul,89.3
FF,R,R,,foul,80.5
CH,R,R,,foul,83.3
FF,R,R,,ball,
FF,R,R,,ball,
SL,R,R,,foul,68.2
FF,R,R,,swinging_strike,
FF,R,L,walk,ball,
FF,R,L,,swinging_strike,
FF,R,L,,foul,82.7
SL,R,L,,ball,
CH,R,L,,ball,
SL,R,L,,ball,
FF,R,R,strikeout,swinging_strike,
CH,R,R,,swinging_strike,
SL,R,R,,ball,
SL,R,R,,swinging_strike,
CH,R,L,strikeout,called_strike,
FF,R,L,,swinging_strike,
CH,R,L,,ball,
SL,R,L,,called_strike,
FF,R,R,strikeout,swinging_strike,
CH,R,R,,foul,71.6
FF,R,R,,foul,78.0
FF,R,R,,called_strike,
CH,R,R,walk,ball,
CH,R,R,,called_strike,
CH,R,R,,ball,
CH,R,R,,ball,
SL,R,R,,ball,
CH,R,R,field_out,hit_into_play,102.0
CH,R,R,,ball,
CH,R,R,,foul,70.3
CH,R,R,,ball,
CH,R,L,field_out,hit_into_play,88.0
CH,R,L,,foul,60.2
CH,R,L,,ball,
CH,R,L,,foul,77.6
CH,R,L,,called_strike,
CH,R,L,,ball,
SI,R,R,field_out,hit_into_play,93.7
SI,R,R,,foul,65.9
FF,R,R,,called_strike,
SI,R,R,,ball,
SI,R,R,,ball,
FF,R,R,,ball,
FC,R,L,single,hit_into_play,102.2
FC,R,L,,foul,
CU,R,L,strikeout,swinging_strike_blocked,
FF,R,L,,foul,74.2
FF,R,L,,foul,85.7
FF,R,L,,ball,
ST,R,R,strikeout,swinging_strike,
SI,R,R,,called_strike,
ST,R,R,,ball,
SI,R,R,,called_strike,
SI,R,R,,ball,
ST,R,R,,ball,
CU,R,L,single,hit_into_play,106.7
FF,R,L,,called_strike,
SI,R,R,field_out,hit_into_play,89.5
ST,R,R,,ball,
SI,R,R,,called_strike,
SI,R,R,field_out,hit_into_play,108.6
SL,R,R,,swinging_strike,
SI,R,R,,ball,
SI,R,L,field_out,hit_into_play,94.4
SI,R,L,,ball,
CU,R,R,field_out,hit_into_play,104.3
FF,R,R,,foul,80.9
ST,R,R,,called_strike,
CH,R,L,single,hit_into_play,83.7
CU,R,L,,ball,
CH,R,R,strikeout,swinging_strike,
CU,R,R,,blocked_ball,
FF,R,R,,foul,68.0
FF,R,R,,called_strike,
ST,R,R,,foul,
SL,L,L,single,hit_into_play,103.7
SL,L,L,,ball,
FS,L,R,strikeout,swinging_strike,
FF,L,R,,ball,
FS,L,R,,ball,
CU,L,R,,foul,67.3
FF,L,R,,called_strike,
FF,L,L,walk,ball,
FF,L,L,,ball,
FF,L,L,,ball,
FF,L,L,,ball,
SI,R,R,field_out,hit_into_play,93.3
SI,R,R,,ball,
SI,R,L,single,hit_into_play,86.3
SI,R,L,,ball,
SI,R,R,field_out,hit_into_play,102.2
SI,L,R,single,hit_into_play,107.3
SI,L,R,,ball,
SI,L,R,,ball,
FF,L,R,fielders_choice,hit_into_play,102.5
SI,L,R,,foul,86.3
SI,L,R,,foul,69.6
SI,L,R,,foul,66.1
SI,L,R,,ball,
SI,L,R,,foul,58.5
SI,L,R,,foul,67.4
SI,L,R,,ball,
SI,L,R,,ball,
SI,L,R,,called_strike,
SI,L,L,field_out,hit_into_play,85.2
SI,L,L,,swinging_strike,
SI,L,L,,called_strike,
SL,R,R,single,hit_into_play,106.4
FF,R,R,,foul,73.2
SI,R,L,strikeout,called_strike,
FC,R,L,,foul,74.1
ST,R,L,,ball,
FC,R,L,,foul,67.2
SI,R,R,walk,ball,
SI,R,R,,foul,66.1
SI,R,R,,called_strike,
FC,R,R,,ball,
ST,R,R,,blocked_ball,
ST,R,R,,called_strike,
FC,R,R,,ball,
FC,R,L,force_out,hit_into_play,45.3
SI,R,R,field_out,hit_into_play,59.0
FC,R,R,,called_strike,
SI,R,R,,ball,
SI,L,L,walk,ball,
SI,L,L,,foul,
SI,L,L,,swinging_strike,
SI,L,L,,called_strike,
SI,L,L,,ball,
SI,L,L,,ball,
SI,L,L,,ball,
SL,L,R,walk,ball,
SI,L,R,,foul,75.8
SI,L,R,,ball,
SL,L,R,,foul_tip,
CU,L,R,,called_strike,
CH,L,R,,ball,
SL,L,R,,blocked_ball,
SI,L,L,single,hit_into_play,86.7
SI,L,L,,ball,
SI,L,L,,foul,87.0
SI,L,L,,ball,
SL,L,L,,ball,
CH,R,R,walk,ball,
CH,R,R,,foul,78.8
SI,R,R,,foul,76.2
CH,R,R,,foul,98.5
SI,R,R,,ball,
FC,R,R,,called_strike,
FC,R,R,,called_strike,
CH,R,R,,ball,
FC,R,R,,ball,
KC,R,R,field_out,hit_into_play,91.3
KC,R,R,,called_strike,
FC,R,R,,swinging_strike,
FF,R,L,strikeout,called_strike,
SL,R,L,,foul,85.4
FF,R,L,,foul,70.9
KC,R,L,,called_strike,
KC,R,L,,ball,
FC,R,L,,foul,99.6
KC,R,L,,ball,
SL,R,L,,ball,
FC,R,R,field_out,hit_into_play,100.0
FF,R,R,,ball,
FC,R,R,,swinging_strike,
FF,R,R,,ball,
FC,R,L,field_out,hit_into_play,59.5
CH,R,L,,blocked_ball,
FF,R,L,,called_strike,
FC,R,L,,ball,
FC,R,L,,called_strike,
CH,R,L,double,hit_into_play,92.0
FF,R,R,field_out,hit_into_play,96.8
SL,R,R,,foul,84.1
SI,R,R,,called_strike,
FF,R,L,field_out,hit_into_play,75.6
FF,R,L,,swinging_strike,
FC,R,L,,ball,
CH,R,L,,called_strike,
FC,R,R,walk,ball,
CH,R,R,,ball,
CH,R,R,,swinging_strike,
FC,R,R,,ball,
FC,R,R,,ball,
CH,R,L,field_out,hit_into_play,82.8
FC,R,L,,foul,
FF,R,L,,ball,
FC,R,L,,foul,76.1
KC,R,L,,blocked_ball,
SI,R,R,single,hit_into_play,85.2
FC,R,L,strikeout,swinging_strike,
SL,R,L,,foul,
FF,R,L,,foul,78.5
KC,R,L,,foul,78.7
FF,R,L,,called_strike,
SL,R,R,single,hit_into_play,107.9
KC,R,R,,ball,
FC,R,R,,called_strike,
KC,R,R,,called_strike,
FF,R,L,home_run,hit_into_play,98.7
FF,R,L,,ball,
KC,R,R,walk,ball,
KC,R,R,,ball,
FC,R,R,,foul,72.3
FF,R,R,,foul,86.7
KC,R,R,,ball,
SI,R,R,,foul,77.6
SL,R,R,,ball,
FF,R,R,,foul,71.2
KC,R,R,,foul,84.1
FF,R,R,,called_strike,
FF,R,R,,foul,67.6
SI,R,R,field_out,hit_into_play,81.4
FC,R,R,,foul,77.2
SI,R,L,field_out,hit_into_play,79.1
CU,R,R,field_out,hit_into_play,93.2
CH,R,R,,swinging_strike,
CU,R,L,field_out,hit_into_play,102.9
SI,R,R,home_run,hit_into_play,100.8
FC,R,R,,ball,
FF,R,R,,foul,64.1
SI,R,L,single,hit_into_play,76.5
FC,R,L,,foul,82.7
SI,R,L,,called_strike,
KC,R,L,strikeout,swinging_strike_blocked,
FF,R,L,,foul,67.9
FF,R,L,,swinging_strike,
SL,R,L,,called_strike,
FC,R,R,field_out,hit_into_play,86.5
SI,R,R,,ball,
KC,R,L,single,hit_into_play,97.4
FF,R,L,,ball,
KC,R,R,field_out,hit_into_play,94.7
FF,R,R,,foul,75.7
FC,R,L,strikeout,swinging_strike,
CH,R,L,,ball,
SI,R,L,,ball,
CH,R,L,,swinging_strike,
CH,R,L,,ball,
SI,R,L,,foul,75.9
SI,R,R,field_out,hit_into_play,100.8
SI,R,R,,ball,
SI,R,R,,called_strike,
SI,R,R,,ball,
FF,R,R,,ball,
FF,R,L,field_out,hit_into_play,101.2
FF,R,L,strikeout,swinging_strike,
FC,R,L,,foul,75.6
KC,R,L,,called_strike,
FC,R,R,sac_fly,hit_into_play,99.9
SL,R,R,,ball,
SI,R,R,,called_strike,
SL,R,L,single,hit_into_play,100.1
FF,R,R,walk,ball,
FF,R,R,,foul,
FF,R,R,,called_strike,
SL,R,R,,ball,
FF,R,R,,ball,
FF,R,R,,ball,
SL,R,R,single,hit_into_play,103.9
FC,R,R,,ball,
SI,R,R,,ball,
FF,R,R,strikeout,swinging_strike,
FF,R,R,,ball,
FF,R,R,,foul,74.6
SI,R,R,,swinging_strike,
SI,R,R,,foul,76.9
FC,R,L,fielders_choice_out,hit_into_play,78.8
CH,R,R,strikeout,swinging_strike,
CH,R,R,,ball,
CH,R,R,,blocked_ball,
SI,R,R,,swinging_strike,
CH,R,R,,ball,
FF,R,R,,foul,
FF,R,L,double,hit_into_play,72.3
FF,R,L,,swinging_strike,
FC,R,L,,called_strike,
SI,R,R,walk,ball,
CH,R,R,,ball,
SI,R,R,,foul,80.8
FF,R,R,,swinging_strike,
FC,R,R,,ball,
FF,R,R,,ball,
FF,R,L,field_out,hit_into_play,105.2
KC,R,L,,ball,
FC,R,L,,called_strike,
FF,R,R,field_out,hit_into_play,108.4
KC,R,R,,ball,
SL,R,R,,called_strike,
FF,R,L,field_out,hit_into_play,102.5
FC,R,L,field_out,hit_into_play,92.4
FC,R,L,,ball,
FC,R,L,,ball,
FC,R,L,field_out,hit_into_play,61.9
FC,R,R,strikeout,swinging_strike,
FC,R,R,,swinging_strike,
SL,R,R,,called_strike,
SL,R,R,,ball,
FF,R,L,strikeout,swinging_strike,
KC,R,L,,called_strike,
KC,R,L,,called_strike,
SL,R,L,field_out,hit_into_play,81.4
FF,R,L,,called_strike,
CH,R,L,,ball,
SL,R,L,,ball,
FF,R,L,double,hit_into_play,91.0
KC,R,L,field_out,hit_into_play,75.4
FF,R,L,,called_strike,
FF,R,L,,ball,
FF,R,L,grounded_into_double_play,hit_into_play,98.5
CH,R,L,,ball,
FF,R,L,,called_strike,
SL,R,L,field_out,hit_into_play,90.0
FF,R,L,,ball,
SL,R,L,,called_strike,
SL,R,L,,ball,
FF,L,R,walk,ball,
CU,L,R,,ball,
FF,L,R,,ball,
CU,L,R,,ball,
SL,R,R,strikeout,swinging_strike_blocked,
KC,R,R,,ball,
FF,R,R,,swinging_strike,
FF,R,R,,swinging_strike,
FF,R,L,strikeout,swinging_strike,
FF,R,L,,ball,
KC,R,L,,ball,
KC,R,L,,foul,30.9
FF,R,L,,swinging_strike,
SL,R,L,,ball,
SL,R,R,field_out,hit_into_play,72.8
KC,R,R,,foul,38.8
FF,R,R,,called_strike,
SI,R,R,,ball,
SL,L,L,strikeout,swinging_strike,
SI,L,L,,called_strike,
SI,L,L,,foul,90.3
FF,L,R,field_out,hit_into_play,84.5
FF,L,R,,ball,
FF,L,R,strikeout,foul_tip,
FF,L,R,,ball,
SL,L,R,,swinging_strike,
SL,L,R,,called_strike,
FF,L,R,,ball,
FF,L,R,,ball,
SI,L,L,field_out,hit_into_play,98.5
SI,L,L,,called_strike,
SL,R,R,double,hit_into_play,96.7
SL,R,R,,foul,92.6
SL,R,R,,foul,72.6
FF,R,R,,foul,79.4
FF,R,R,,ball,
FF,R,R,,foul,80.2
FC,R,R,,ball,
FF,R,R,,swinging_strike,
FC,R,L,walk,ball,
SL,R,L,,ball,
FC,R,L,,foul,53.7
FF,R,L,,called_strike,
FC,R,L,,ball,
FC,R,L,,called_strike,
FS,R,L,,ball,
SL,R,L,strikeout,called_strike,
FF,R,L,,foul,79.3
FF,R,L,,ball,
FS,R,L,,foul,68.0
FC,R,L,,foul,63.8
FF,R,L,,ball,
FC,R,L,field_out,hit_into_play,85.2
FF,R,L,,ball,
SL,R,L,,ball,
FC,R,L,,called_strike,
FC,R,L,,called_strike,
SL,R,R,walk,ball,
FC,R,R,,ball,
FF,R,R,,foul,82.0
FF,R,R,,ball,
SL,R,R,,swinging_strike,
SL,R,R,,ball,
FF,R,R,,called_strike,
FF,R,L,strikeout,swinging_strike,
FF,R,L,,foul,77.5
FF,R,L,,foul,
FS,R,L,,ball,
FS,R,L,,swinging_strike,
FS,R,L,strikeout,swinging_strike_blocked,
FF,R,L,,foul,78.8
FS,R,L,,ball,
FF,R,L,,foul,80.3
FF,R,L,,ball,
FF,R,L,,foul,79.9
FF,R,L,,foul,87.0
ST,R,R,strikeout,swinging_strike,
FF,R,R,,called_strike,
FF,R,R,,called_strike,
FF,R,L,field_out,hit_into_play,106.0
CU,R,L,,swinging_strike,
FF,R,L,,called_strike,
SI,R,R,field_out,hit_into_play,81.3
FF,R,L,field_out,hit_into_play,89.8
CH,R,L,,ball,
CH,R,L,,swinging_strike,
FF,R,L,strikeout,swinging_strike,
FS,R,L,,swinging_strike,
FF,R,L,,foul,81.6
FF,R,L,single,hit_into_play,96.3
FF,R,L,,called_strike,
CU,R,R,strikeout,swinging_strike,
FC,R,R,,ball,
SI,R,R,,foul,74.3
SI,R,R,,ball,
SI,R,R,,called_strike,
CH,R,L,field_out,hit_into_play,102.1
CH,R,L,field_out,hit_into_play,85.0
CH,R,L,,foul,76.9
CH,R,L,,swinging_strike,
CH,R,L,,swinging_strike,
CU,R,L,,ball,
SI,R,R,field_out,hit_into_play,43.2
SI,R,R,,foul,
CH,R,R,,ball,
SL,R,R,,swinging_strike,
CH,R,R,,ball,
SI,R,R,,called_strike,
FF,R,L,field_out,hit_into_play,98.3
CH,R,L,field_out,hit_into_play,64.1
FF,R,L,,foul,107.4
SI,R,R,grounded_into_double_play,hit_into_play,83.7
FC,R,L,walk,ball,
FC,R,L,,ball,
FF,R,L,,foul,80.8
FC,R,L,,called_strike,
SI,R,L,,ball,
FF,R,L,,ball,
FF,R,L,,foul,81.2
FF,R,L,single,hit_into_play,72.6
FF,R,L,,ball,
FC,R,L,,swinging_strike,
FF,R,L,,called_strike,
CH,R,L,field_out,hit_into_play,108.7
CH,R,L,,ball,
FF,R,L,,called_strike,
FF,R,L,,ball,
CH,R,L,strikeout,swinging_strike,
CH,R,L,,foul,95.5
CH,R,L,,foul,74.9
FF,R,L,,foul,77.9
FF,R,L,,ball,
SL,R,L,,foul,75.8
SI,R,R,strikeout,called_strike,
CH,R,R,,blocked_ball,
SI,R,R,,foul,69.5
SL,R,R,,ball,
SI,R,R,,foul,75.4
SI,R,R,,ball,
SL,R,L,hit_by_pitch,hit_by_pitch,
FF,R,L,,called_strike,
SL,R,L,,ball,
FF,R,R,field_out,hit_into_play,106.2
FC,R,R,,ball,
FF,R,L,strikeout,swinging_strike,
FF,R,L,,ball,
FF,R,L,,swinging_strike,
FF,R,L,,called_strike,
CH,R,L,field_out,hit_into_play,82.7
CH,R,L,,called_strike,
CH,R,L,,ball,
CU,R,L,,called_strike,
CH,R,R,strikeout,swinging_strike,
SI,R,R,,ball,
SI,R,R,,swinging_strike,
SI,R,R,,called_strike,
CH,R,L,strikeout,swinging_strike_blocked,
CH,R,L,,swinging_strike,
SL,R,L,,swinging_strike,
CH,R,L,,blocked_ball,
FF,R,L,field_out,hit_into_play,97.1
FF,R,L,,foul,61.8
FF,R,L,,ball,
CH,R,L,,called_strike,
SI,R,R,single,hit_into_play,91.9
SI,R,R,,ball,
SL,R,L,walk,ball,
FF,R,L,,ball,
CH,R,L,,foul,83.9
CH,R,L,,ball,
FF,R,L,,foul,73.4
CU,R,L,,ball,
FC,R,R,strikeout,swinging_strike,
FC,R,R,,foul,
FC,R,R,,ball,
SI,R,R,,foul,86.4
FC,R,R,,blocked_ball,
CH,R,L,strikeout,swinging_strike,
FF,R,L,,foul,82.8
FF,R,L,,ball,
FF,R,L,,called_strike,
FF,R,L,double,hit_into_play,99.2
FF,R,L,,foul,85.2
FF,R,R,strikeout,swinging_strike,
FF,R,R,,swinging_strike,
FF,R,R,,called_strike,
SI,R,R,,ball,
SI,R,R,,ball,
FC,R,R,,ball,
SL,R,L,field_out,hit_into_play,101.1
SL,R,L,,foul,
FF,R,L,,foul,84.4
FF,R,L,,called_strike,
FF,R,L,,called_strike,
FF,R,L,,ball,
CH,R,L,,blocked_ball,
SL,R,L,,blocked_ball,
CH,R,L,field_out,hit_into_play,106.6
SI,R,R,field_out,hit_into_play,81.8
FF,R,L,single,hit_into_play,58.0
SL,R,L,,ball,
SL,R,L,,swinging_strike,
SL,R,L,,swinging_strike,
SL,R,R,home_run,hit_into_play,105.5
ST,L,L,single,hit_into_play,84.3
ST,L,L,,called_strike,
SI,L,L,,foul,72.8
CH,L,R,double,hit_into_play,93.3
FF,L,R,,ball,
FF,L,R,,foul,68.8
FC,L,R,,foul,95.6
CH,L,R,,swinging_strike,
FF,L,R,,ball,
CH,L,R,,blocked_ball,
CH,L,R,walk,ball,
CH,L,R,,foul,78.2
FC,L,R,,foul,107.4
FC,L,R,,blocked_ball,
FC,L,R,,swinging_strike,
CH,L,R,,ball,
FC,L,R,,ball,
FC,L,R,,foul,71.7
SI,L,L,double,hit_into_play,100.8
SI,L,L,,ball,
SI,R,L,field_out,hit_into_play,82.4
FF,R,L,,ball,
FF,R,L,,foul,76.6
CU,R,L,hit_by_pitch,hit_by_pitch,
FC,R,L,,foul,
FF,R,L,,ball,
FF,R,L,,ball,
FC,R,L,,foul,100.9
FC,R,L,,foul,98.0
SI,R,R,field_out,hit_into_play,93.4
FF,R,R,,foul,84.4
SI,R,R,,ball,
FC,R,R,,foul,86.0
SI,R,R,,called_strike,
SI,R,R,,ball,
CU,R,L,single,hit_into_play,103.0
FC,R,L,,foul,103.5
FF,R,L,,ball,
FF,R,L,,ball,
FC,R,L,,swinging_strike,
FC,R,L,,swinging_strike,
FF,R,L,,ball,
CH,R,L,strikeout,swinging_strike,
FF,R,L,,foul,77.8
FF,R,L,,ball,
CH,R,L,,ball,
FF,R,L,,foul,79.9
ST,R,R,strikeout,swinging_strike_blocked,
FC,R,R,,foul,85.0
FC,R,R,,swinging_strike,
ST,R,R,,ball,
ST,R,L,walk,blocked_ball,
FF,R,L,,foul,
SI,R,L,,ball,
ST,R,L,,ball,
FF,R,L,,ball,
SI,R,L,,swinging_strike,
ST,R,R,single,hit_into_play,108.8
SI,R,R,,foul,80.4
ST,R,R,,ball,
ST,R,R,,ball,
ST,R,R,,swinging_strike,
FC,R,R,,foul,98.3
FF,R,L,field_out,hit_into_play,88.1
SI,R,L,,called_strike,
FF,R,L,,ball,
ST,R,L,,ball,
ST,R,R,strikeout,swinging_strike,
ST,R,R,,foul,65.8
ST,R,R,,ball,
SI,R,R,,foul,75.4
SI,R,R,,called_strike,
ST,R,R,,ball,
SL,L,L,strikeout,swinging_strike,
FF,L,L,,blocked_ball,
SL,L,L,,swinging_strike,
FF,L,L,,foul,67.8
FF,L,L,,ball,
FF,L,L,strikeout,swinging_strike,
FF,L,L,,ball,
FF,L,L,,foul,
FF,L,L,,foul,
FF,L,L,,swinging_strike,
FF,L,L,,foul,78.5
FF,L,L,,ball,
FF,L,R,field_out,hit_into_play,30.2
FF,L,R,,ball,
SI,R,L,single,hit_into_play,93.5
FS,R,L,,ball,
FS,R,L,,foul,72.7
FS,R,L,,ball,
SL,R,L,,called_strike,
ST,R,R,strikeout,swinging_strike,
FF,R,R,,foul,64.6
ST,R,R,,foul,75.1
ST,R,R,,called_strike,
FF,R,L,walk,ball,
SI,R,L,,ball,
SI,R,L,,called_strike,
FF,R,L,,ball,
FF,R,L,,ball,
ST,R,R,field_out,hit_into_play,71.4
FF,R,R,,ball,
ST,R,R,,swinging_strike,
SI,R,R,,called_strike,
FF,R,L,walk,ball,
FF,R,L,,foul,79.0
FC,R,L,,foul,
FF,R,L,,foul,81.0
FF,R,L,,foul,82.7
FC,R,L,,ball,
FF,R,L,,ball,
FF,R,L,,foul,81.6
FC,R,L,,swinging_strike,
FC,R,L,,ball,
FF,R,R,strikeout,called_strike,
FF,R,R,,foul,79.3
FF,R,R,,foul,
FF,R,R,,foul,84.6
FF,R,R,,swinging_strike,
FF,R,R,,ball,
FF,R,R,,foul,80.9
FC,R,R,,blocked_ball,
FF,R,L,walk,ball,
FF,R,L,,ball,
FC,R,L,,ball,
FF,R,L,,ball,
SI,R,L,field_out,hit_into_play,92.4
FS,R,L,,ball,
FS,R,L,,swinging_strike_blocked,
FS,R,L,,ball,
SI,R,R,walk,ball,
SI,R,R,,ball,
FS,R,R,,ball,
SI,R,R,,ball,
SL,R,R,,called_strike,
SI,R,L,field_out,hit_into_play,87.4
FS,R,L,,ball,
FF,R,R,field_out,hit_into_play,98.8
