pitch_type,p_throws,stand,events,description,launch_speed
FF,R,L,,ball,
FF,R,L,,ball,
SI,L,L,field_out,hit_into_play,81.9
SI,L,L,,swinging_strike,
SI,L,L,,ball,
FF,L,R,field_out,hit_into_play,63.2
CH,L,R,,foul,96.2
CH,L,R,,called_strike,
FF,L,R,,ball,
CH,L,R,,ball,
FF,L,R,,ball,
CH,L,R,,swinging_strike,
SL,L,L,field_out,hit_into_play,78.5
CH,L,L,,ball,
SI,L,L,,called_strike,
SI,L,L,,foul,52.1
FF,L,R,field_out,hit_into_play,73.6
FF,L,R,,foul,95.0
FF,L,R,,swinging_strike,
CU,L,R,,ball,
FF,L,R,,foul,91.4
CU,L,R,,ball,
SL,L,L,walk,ball,
SL,L,L,,foul,81.2
FF,L,L,,ball,
SL,L,L,,foul,78.2
SL,L,L,,foul,72.0
SL,L,L,,ball,
CU,L,L,,blocked_ball,
FF,R,R,double,hit_into_play,99.6
FF,R,R,,foul,80.8
ST,R,R,,ball,
FS,R,R,,ball,
FF,R,R,,foul,79.7
FF,R,R,,foul,79.2
FF,R,R,,swinging_strike,
FS,R,R,,ball,
ST,R,R,,swinging_strike,
FF,R,L,strikeout,swinging_strike,
FF,R,L,,foul,86.6
FF,R,L,,swinging_strike,
FF,R,L,,swinging_strike,
FF,R,L,,ball,
FF,R,L,strikeout,swinging_strike,
FF,R,L,,ball,
FF,R,L,,foul,
FF,R,L,,called_strike,
FS,R,L,,swinging_strike,
FF,L,R,field_out,hit_into_play,66.5
SI,L,R,,swinging_strike,
SI,L,R,strikeout,swinging_strike,
CH,L,R,,foul,39.5
FF,L,R,,foul,96.8
FF,L,L,field_error,hit_into_play,87.0
FF,L,L,,foul,80.1
SL,L,L,,ball,
CH,L,L,,blocked_ball,
CH,L,L,,called_strike,
CH,L,L,,foul_tip,
SL,L,R,single,hit_into_play,101.1
SL,L,L,strikeout,swinging_strike,
SI,L,L,,foul,66.0
SL,L,L,,ball,
SI,L,L,,swinging_strike,
SI,L,L,,called_strike,
SI,L,L,,ball,
FF,R,L,strikeout,swinging_strike,
FS,R,L,,ball,
FF,R,L,,swinging_strike,
FF,R,L,,swinging_strike,
FF,R,R,field_out,hit_into_play,89.8
ST,R,R,,ball,
FF,R,R,field_out,hit_into_play,95.7
FF,R,R,,ball,
FF,R,R,,ball,
FF,R,R,,ball,
ST,R,R,,foul,81.2
FF,R,R,,swinging_strike,
SI,L,L,field_out,hit_into_play,102.1
FF,L,R,strikeout,swinging_strike,
CH,L,R,,foul,70.8
FF,L,R,,foul,73.0
CH,L,R,,ball,
CH,L,R,,swinging_strike,
CH,L,R,,swinging_strike,
SL,L,L,field_out,hit_into_play,68.7
SL,L,L,,ball,
SI,L,L,,called_strike,
SI,L,L,,foul,104.6
SL,L,L,strikeout,swinging_strike,
SL,L,L,,called_strike,
SI,L,L,,foul,80.8
FF,L,R,field_out,hit_into_play,90.4
FF,L,R,,foul,92.7
SL,L,R,,ball,
FF,L,R,,swinging_strike,
CU,L,R,,ball,
FF,L,R,,ball,
CH,L,R,,swinging_strike,
SL,L,L,double,hit_into_play,88.9
SL,L,R,strikeout,swinging_strike_blocked,
FF,L,R,,foul,79.3
FF,L,R,,swinging_strike,
CH,L,R,,called_strike,
CH,L,R,,ball,
CU,L,R,,ball,
FF,L,R,force_out,hit_into_play,78.4
FF,L,R,,swinging_strike,
CH,L,R,,called_strike,
SI,L,R,field_out,hit_into_play,81.6
SI,L,R,,called_strike,
FF,L,R,strikeout,swinging_strike,
SI,L,R,,foul,88.3
CH,L,R,,ball,
SI,L,R,,swinging_strike,
FF,L,L,single,hit_into_play,94.1
CH,L,L,,foul,103.5
SI,L,L,,called_strike,
SL,L,L,,ball,
SI,L,L,,foul,105.9
FF,L,R,strikeout,swinging_strike,
FF,L,R,,called_strike,
FF,L,R,,swinging_strike,
SL,L,R,strikeout,swinging_strike_blocked,
CH,L,R,,swinging_strike,
FF,L,R,,ball,
CU,L,R,,foul,80.9
SI,L,L,walk,ball,
CH,L,L,,ball,
SI,L,L,,ball,
SI,L,L,,called_strike,
SI,L,L,,ball,
FF,L,R,strikeout,swinging_strike,
CH,L,R,,swinging_strike,
CU,L,R,,called_strike,
FF,L,R,hit_by_pitch,hit_by_pitch,
ST,R,R,field_out,hit_into_play,105.5
FC,R,L,field_out,hit_into_play,88.4
ST,R,L,,ball,
FC,R,L,,foul,58.3
SI,R,L,,ball,
FF,R,L,,ball,
ST,R,L,,called_strike,
ST,R,R,field_out,hit_into_play,79.7
ST,R,R,,called_strike,
FF,L,L,strikeout,swinging_strike,
FF,L,L,,foul,79.9
FF,L,L,,called_strike,
SL,L,L,,swinging_strike,
CH,R,L,field_out,hit_into_play,81.8
CH,R,L,,ball,
ST,R,L,,ball,
SL,R,L,field_out,hit_into_play,73.9
CH,R,L,,called_strike,
FF,R,L,strikeout,swinging_strike,
FF,R,L,,called_strike,
FF,R,L,,called_strike,
FF,R,L,field_out,hit_into_play,87.8
FF,R,L,,foul,74.0
FF,R,L,,swinging_strike,
FF,R,R,field_out,hit_into_play,101.2
SL,R,R,,ball,
FF,R,R,,called_strike,
ST,R,R,field_out,hit_into_play,87.3
ST,R,R,,ball,
FF,R,R,,ball,
FF,R,R,,foul,80.1
ST,R,R,,swinging_strike,
FF,R,R,,called_strike,
CH,R,R,single,hit_into_play,106.5
FF,R,R,,ball,
FF,R,R,,ball,
SL,R,R,,called_strike,
ST,R,R,,ball,
SL,R,R,,called_strike,
FS,R,L,field_out,hit_into_play,104.3
CU,R,L,,ball,
SL,R,R,home_run,hit_into_play,108.8
SI,R,R,,ball,
ST,R,R,,ball,
SI,R,R,,called_strike,
FC,R,L,field_out,hit_into_play,87.8
CU,R,L,,foul,
FS,R,L,,ball,
FF,L,L,strikeout,swinging_strike,
SL,L,L,,foul,79.4
FF,L,L,,ball,
SL,L,L,,foul,56.1
SL,L,L,,swinging_strike,
SL,L,L,,swinging_strike,
ST,R,R,strikeout,swinging_strike,
ST,R,R,,swinging_strike,
FF,R,R,,ball,
ST,R,R,,swinging_strike,
FF,R,R,,ball,
SI,R,L,strikeout,called_strike,
ST,R,L,,ball,
FF,R,L,,called_strike,
FF,R,L,,foul_bunt,
FF,R,L,,ball,
FC,R,R,field_out,hit_into_play,68.6
CU,R,L,strikeout,swinging_strike,
FS,R,L,,ball,
CU,R,L,,foul,42.5
SL,R,L,,foul,72.9
SI,R,L,field_out,hit_into_play,85.0
ST,R,L,,foul,88.6
CU,R,L,,ball,
ST,R,R,field_out,hit_into_play,89.7
ST,R,R,,ball,
SI,R,L,field_out,hit_into_play,88.4
FF,R,L,,foul,69.2
SI,R,L,,ball,
ST,R,L,,foul,
FF,R,L,,foul,70.4
FC,R,L,,ball,
FF,R,L,,foul,61.3
SI,R,L,,ball,
ST,R,L,,called_strike,
ST,R,R,strikeout,swinging_strike,
ST,R,R,,foul,
ST,R,R,,called_strike,
FF,R,R,,ball,
FC,R,L,field_out,hit_into_play,93.3
CU,R,L,,foul,61.0
FS,R,L,,ball,
ST,R,R,strikeout,swinging_strike,
CU,R,R,,foul,
FF,R,R,,ball,
CU,R,R,,ball,
ST,R,R,,foul,76.9
CU,R,R,,swinging_strike,
FF,R,R,,called_strike,
SL,R,R,field_out,hit_into_play,88.0
FF,R,R,,ball,
CU,R,R,,foul_bunt,
FF,R,L,field_out,hit_into_play,63.5
FS,R,L,,ball,
FF,R,L,,ball,
FF,R,L,,foul,73.7
CU,R,L,,ball,
CU,R,L,field_out,hit_into_play,78.8
CU,R,L,,foul,87.0
FF,R,L,,foul,86.6
FF,R,L,,swinging_strike,
CU,R,L,,ball,
FF,R,R,strikeout,called_strike,
FS,R,R,,ball,
FF,R,R,,foul,85.9
FF,R,R,,called_strike,
CU,R,R,,ball,
FF,R,R,,ball,
FC,R,L,field_out,hit_into_play,60.6
SL,R,R,strikeout,swinging_strike,
FC,R,R,,foul,81.8
SL,R,R,,ball,
ST,R,R,,ball,
ST,R,R,,ball,
FF,R,R,,foul,81.4
SI,R,L,field_out,hit_into_play,93.0
FS,R,L,,swinging_strike,
CU,R,L,,ball,
ST,R,L,,foul,97.9
CU,R,L,field_out,hit_into_play,89.1
FS,R,L,,ball,
FS,R,L,,ball,
FF,R,R,field_out,hit_into_play,103.0
FC,R,R,,foul,72.6
FS,R,L,field_out,hit_into_play,61.2
SL,R,L,,ball,
FS,R,L,,foul_tip,
FF,R,L,,foul,88.9
CU,R,L,,ball,
SI,R,R,field_out,hit_into_play,83.0
FC,R,L,field_out,hit_into_play,94.4
CU,R,L,,ball,
FS,R,L,,foul,59.6
FS,R,L,field_out,hit_into_play,92.5
CU,R,L,,ball,
SI,R,L,,called_strike,
SL,R,R,grounded_into_double_play,hit_into_play,101.8
FS,R,R,,ball,
SL,R,R,,ball,
CU,R,R,,called_strike,
SL,R,R,,blocked_ball,
FF,R,L,single,hit_into_play,93.7
FF,R,R,single,hit_into_play,101.7
FS,R,R,,ball,
FS,R,R,,foul,79.0
FF,R,R,,foul,77.6
FC,R,L,field_out,hit_into_play,101.0
FF,R,L,,ball,
FF,R,L,,ball,
ST,R,L,field_out,hit_into_play,105.3
ST,R,L,,ball,
FF,R,R,home_run,hit_into_play,109.2
FS,R,R,grounded_into_double_play,hit_into_play,82.1
SI,R,R,,ball,
FC,R,R,,foul,95.7
ST,R,R,,blocked_ball,
SL,R,R,,foul,
CU,R,L,walk,ball,
ST,R,L,,ball,
FF,R,L,,ball,
CU,R,L,,foul_tip,
ST,R,L,,called_strike,
ST,R,L,,ball,
FS,R,L,field_out,hit_into_play,101.8
FF,R,L,,ball,
CU,R,L,,foul,69.6
FF,R,L,,called_strike,
FF,R,R,walk,ball,
FC,R,R,,called_strike,
FF,R,R,,called_strike,
FF,R,R,,ball,
FF,R,R,,ball,
FF,R,R,,ball,
FS,R,L,field_out,hit_into_play,71.3
FF,R,L,,foul,92.8
CU,R,L,,foul,78.2
FF,R,R,field_out,hit_into_play,100.9
SI,R,R,field_out,hit_into_play,74.3
FF,R,R,,foul_tip,
SI,R,L,single,hit_into_play,101.1
CU,R,R,field_out,hit_into_play,92.3
ST,R,R,,ball,
CU,R,R,,called_strike,
SL,R,R,,ball,
SI,R,R,,ball,
CU,R,R,,called_strike,
SL,R,L,strikeout,swinging_strike,
CU,R,L,,ball,
FC,R,L,,swinging_strike,
FS,R,L,,ball,
FF,R,L,,ball,
FF,R,L,,called_strike,
FF,R,L,field_out,hit_into_play,92.2
FF,R,L,,called_strike,
SL,R,R,strikeout,swinging_strike,
FF,R,R,,foul_tip,
FC,R,R,,foul,80.8
FF,R,R,,ball,
CU,R,L,field_out,hit_into_play,75.4
FF,R,L,,foul,63.1
FF,R,L,,called_strike,
FF,R,L,,ball,
FF,R,R,field_out,hit_into_play,90.4
FF,R,R,strikeout,swinging_strike,
CH,R,R,,foul,55.9
FF,R,R,,ball,
CH,R,R,,swinging_strike,
FF,R,R,,foul,77.0
CH,R,L,strikeout,swinging_strike_blocked,
CH,R,L,,swinging_strike,
FF,R,L,,foul,108.1
FF,L,R,field_out,hit_into_play,99.6
FF,L,R,,ball,
FS,L,R,,foul,71.0
CU,L,R,,called_strike,
FF,L,R,walk,ball,
SL,L,R,,foul,
FF,L,R,,ball,
SL,L,R,,called_strike,
FF,L,R,,ball,
SL,L,R,,ball,
SL,L,L,field_out,hit_into_play,69.7
FF,L,L,,called_strike,
SL,L,L,,ball,
FF,L,L,,ball,
SL,L,L,,ball,
CU,L,L,,called_strike,
SL,L,R,field_out,hit_into_play,77.7
FS,L,R,,called_strike,
SL,L,R,,ball,
SI,R,R,field_out,hit_into_play,101.0
SL,R,R,,called_strike,
SI,R,L,field_out,hit_into_play,94.3
ST,R,L,,ball,
SI,R,L,,called_strike,
FF,R,R,strikeout,called_strike,
SI,R,R,,called_strike,
SI,R,R,,ball,
ST,R,R,,ball,
SI,R,R,,called_strike,
FF,L,L,field_out,hit_into_play,96.7
SL,L,L,,foul,71.2
CU,L,L,,foul,68.0
FF,R,R,,ball,
FC,R,R,,called_strike,
FF,R,R,,ball,
FF,R,R,,ball,
FF,R,L,strikeout,swinging_strike,
FF,R,L,,foul,99.5
FC,R,L,,called_strike,
SI,R,L,,ball,
ST,R,R,walk,ball,
SI,R,R,,foul,71.5
SI,R,R,,ball,
ST,R,R,,ball,
FC,R,R,,ball,
ST,R,R,,called_strike,
SI,L,L,field_out,hit_into_play,107.7
SI,L,L,,ball,
SI,L,L,,ball,
SI,L,L,,foul,80.3
SL,L,L,,ball,
SL,L,L,,called_strike,
FF,R,L,field_out,hit_into_play,99.7
KC,R,L,,ball,
KC,R,R,single,hit_into_play,100.9
FF,R,L,field_out,hit_into_play,91.3
KC,R,L,,foul,49.8
KC,R,L,,called_strike,
SL,R,L,,foul,88.0
FF,R,R,field_out,hit_into_play,95.8
FF,R,R,,swinging_strike,
FF,R,R,,foul,77.2
SI,L,R,strikeout,called_strike,
CH,L,R,,called_strike,
SI,L,R,,called_strike,
CH,L,R,field_out,hit_into_play,92.5
SI,L,R,,called_strike,
CH,L,R,,ball,
SL,L,R,,called_strike,
SL,L,L,field_out,hit_into_play,61.0
SL,L,L,,called_strike,
FF,L,L,,ball,
SI,L,L,,called_strike,
FC,R,R,field_out,hit_into_play,93.7
FF,R,R,,foul,70.1
FF,R,L,double,hit_into_play,100.7
KC,R,L,,foul,107.4
FF,R,L,,foul,71.9
FF,R,L,,foul,70.1
SL,R,R,single,hit_into_play,92.3
FF,R,R,,ball,
SL,R,R,,called_strike,
KC,R,R,,called_strike,
KC,R,L,grounded_into_double_play,hit_into_play,93.6
FF,R,L,,foul,76.0
FC,R,L,,foul,61.0
KC,R,L,,called_strike,
FC,R,R,single,hit_into_play,92.8
FF,R,R,,called_strike,
SI,R,R,double_play,hit_into_play,90.6
SL,R,R,,blocked_ball,
SI,R,R,,called_strike,
CH,R,L,walk,ball,
SI,R,L,,swinging_strike,
CH,R,L,,ball,
SL,R,L,,blocked_ball,
CH,R,L,,swinging_strike,
CH,R,L,,ball,
FF,R,R,single,hit_into_play,116.9
CH,R,R,,swinging_strike,
FF,R,R,,foul,
FF,R,R,,ball,
SL,R,R,,ball,
CH,R,L,field_out,hit_into_play,85.4
FF,R,L,,ball,
FF,R,L,,foul,85.2
CH,R,L,,ball,
SI,R,R,double,hit_into_play,115.5
FF,R,R,,ball,
SL,R,R,,ball,
SI,R,R,,called_strike,
KC,R,L,strikeout,swinging_strike_blocked,
KC,R,L,,foul,
FC,R,L,,foul,
SI,R,R,single,hit_into_play,98.9
FF,R,R,,foul,81.1
FF,R,L,field_out,hit_into_play,104.1
FF,R,L,,foul,
FF,R,L,,ball,
FF,R,L,,foul,75.4
FF,R,L,,ball,
SI,R,L,,ball,
FF,R,R,field_out,hit_into_play,84.5
SI,R,R,,foul,75.8
SI,R,R,,called_strike,
FF,R,R,,ball,
CH,R,L,field_out,hit_into_play,92.7
CH,R,L,,ball,
SI,R,R,single,hit_into_play,108.5
SL,R,R,,ball,
CH,R,R,,called_strike,
CU,R,R,,blocked_ball,
SI,R,R,single,hit_into_play,86.7
CH,R,R,,blocked_ball,
SL,R,R,,foul,79.3
CH,R,L,force_out,hit_into_play,101.2
SI,R,L,,called_strike,
FC,R,L,,called_strike,
FC,R,L,,ball,
FF,R,R,single,hit_into_play,105.7
CU,R,R,,called_strike,
CH,R,L,field_out,hit_into_play,80.8
SI,R,L,,ball,
FC,R,L,,called_strike,
CH,R,L,,ball,
FC,R,R,field_out,hit_into_play,103.0
SI,R,R,,called_strike,
FF,R,R,,ball,
FF,R,R,,ball,
SL,R,R,,ball,
SL,R,L,field_out,hit_into_play,104.5
FF,R,R,field_out,hit_into_play,114.7
FF,R,R,,ball,
SI,R,R,field_out,hit_into_play,76.6
CH,R,L,grounded_into_double_play,hit_into_play,98.6
CH,R,L,,ball,
CH,R,R,walk,ball,
SI,R,R,,ball,
FF,R,R,,ball,
CH,R,R,,ball,
CU,R,R,,foul,63.2
FF,R,L,strikeout,swinging_strike,
FF,R,L,,foul,77.8
FC,R,L,,called_strike,
SL,R,R,field_out,hit_into_play,92.1
FF,R,R,,ball,
FF,R,R,,foul,78.4
FC,R,L,force_out,hit_into_play,103.9
FF,R,L,,ball,
CH,R,L,,ball,
FF,R,L,,called_strike,
FF,R,L,,foul_bunt,
FC,R,R,single,hit_into_play,109.9
FF,R,R,,ball,
KC,R,R,,ball,
SL,R,R,,called_strike,
CH,R,L,strikeout,swinging_strike,
SI,R,L,,foul,88.8
FF,R,L,,ball,
CU,R,L,,called_strike,
CH,R,L,,called_strike,
FF,R,L,,ball,
SI,R,R,field_out,hit_into_play,82.2
CH,R,R,field_out,hit_into_play,93.4
SL,R,R,,ball,
CH,R,R,,foul,63.7
FF,R,R,,foul,76.4
CU,R,R,,called_strike,
FF,R,L,field_out,hit_into_play,103.0
FF,R,L,,ball,
FF,R,L,,foul,88.8
FF,R,L,,swinging_strike,
KC,R,L,,ball,
FF,R,R,field_out,hit_into_play,93.9
FF,R,R,field_out,hit_into_play,88.1
FF,R,R,,foul,80.7
FF,R,R,,ball,
CH,R,L,field_out,hit_into_play,60.2
FC,R,L,,foul,109.4
FC,R,R,field_out,hit_into_play,103.1
SI,R,R,,called_strike,
CH,R,L,strikeout,swinging_strike,
CH,R,L,,swinging_strike_blocked,
FF,R,L,,called_strike,
FC,R,L,,ball,
FC,R,L,,ball,
CH,R,L,,blocked_ball,
FC,R,R,double,hit_into_play,110.5
FF,R,R,,ball,
SI,R,R,,ball,
FF,R,R,,ball,
CH,R,R,,foul,106.5
FF,R,R,,foul,69.2
FC,R,R,,called_strike,
FF,R,L,strikeout,called_strike,
FF,R,L,,ball,
KC,R,L,,foul,87.2
FF,R,L,,ball,
KC,R,L,,ball,
FF,R,L,,called_strike,
FC,R,R,field_out,hit_into_play,91.1
KC,R,R,,ball,
FF,R,L,strikeout,swinging_strike,
FF,R,L,,foul,75.4
FF,R,L,,swinging_strike,
FC,R,L,,foul,87.6
FF,R,L,,ball,
FF,R,L,,ball,
FC,R,L,field_out,hit_into_play,87.6
FF,R,L,,foul,47.1
SI,R,R,grounded_into_double_play,hit_into_play,67.2
CH,R,R,,ball,
SI,R,R,,swinging_strike,
FC,R,R,,called_strike,
SI,R,R,,ball,
SI,R,L,single,hit_into_play,105.9
CH,R,L,,called_strike,
FF,R,R,double,hit_into_play,109.2
FC,R,R,strikeout,swinging_strike,
FC,R,R,,ball,
FC,R,R,,swinging_strike,
FC,R,R,,foul,82.1
FC,R,L,field_out,hit_into_play,74.2
FC,R,L,,called_strike,
FC,R,L,field_out,hit_into_play,96.1
FF,R,R,double,hit_into_play,89.8
SL,R,R,,ball,
FF,R,L,field_out,hit_into_play,91.6
FF,R,L,strikeout,swinging_strike,
FF,R,L,,foul,100.7
FF,R,L,,ball,
FF,R,L,,ball,
FF,R,L,,called_strike,
SI,R,R,sac_bunt,hit_into_play,37.9
FF,R,L,single,hit_into_play,83.8
ST,R,L,,foul,60.6
FF,R,L,,foul,75.8
FF,R,L,,ball,
FF,R,L,,called_strike,
FF,R,L,single,hit_into_play,100.0
FC,R,L,,ball,
CH,R,L,,ball,
CH,R,L,,ball,
ST,R,L,,swinging_strike,
FF,R,L,,swinging_strike,
ST,R,R,field_out,hit_into_play,77.9
FF,R,R,,swinging_strike,
CH,R,R,,ball,
FC,R,R,,swinging_strike,
FC,R,L,strikeout,foul_tip,
FC,R,L,,foul,71.4
FC,R,L,,ball,
FC,R,L,,swinging_strike,
FC,R,L,,foul,73.7
FC,R,L,field_out,hit_into_play,79.9
FC,R,L,,called_strike,
CU,L,R,single,hit_into_play,89.7
SL,L,R,,foul,79.3
FF,L,R,field_out,hit_into_play,92.9
SL,L,R,,foul,
SL,L,L,single,hit_into_play,103.3
SI,L,L,,called_strike,
SL,L,L,,ball,
FC,R,L,field_out,hit_into_play,83.2
FF,R,L,,foul,
CH,R,L,double,hit_into_play,97.1
ST,R,L,,called_strike,
ST,R,L,,called_strike,
FF,R,R,field_out,hit_into_play,89.3
CH,R,R,,ball,
CH,R,R,,ball,
FF,R,R,,foul,79.4
FC,R,R,,called_strike,
FF,R,R,,ball,
FF,R,L,field_out,hit_into_play,71.6
CH,R,R,strikeout,called_strike,
SL,R,R,,foul,60.1
SL,R,R,,foul,64.9
FF,R,R,,ball,
SL,R,R,,ball,
CH,R,L,walk,ball,
FF,R,L,,ball,
SL,R,L,,swinging_strike,
SL,R,L,,called_strike,
SL,R,L,,ball,
FF,R,L,,ball,
CH,R,L,field_out,hit_into_play,64.3
SL,R,L,,called_strike,
CH,R,L,,ball,
FF,R,L,,foul,75.7
CH,R,R,strikeout,called_strike,
SL,R,R,,ball,
SL,R,R,,swinging_strike,
SL,R,R,,swinging_strike,
FF,R,L,field_out,hit_into_play,92.6
CH,R,L,,ball,
FF,R,L,,foul,
FF,R,L,,swinging_strike,
CH,R,L,,ball,
SL,R,L,,ball,
FF,R,R,home_run,hit_into_play,100.8
SL,R,R,,ball,
FF,R,R,,ball,
FF,R,R,,foul,82.2
CH,R,R,,foul,85.3
FF,R,R,,called_strike,
SI,L,L,single,hit_into_play,96.3
FS,L,L,,ball,
SL,L,L,,ball,
SL,L,R,field_out,hit_into_play,97.3
SI,L,R,,foul,68.3
SI,L,R,,foul,79.7
FS,L,R,,ball,
SL,L,R,,called_strike,
SI,L,R,,foul,76.3
SI,L,R,field_out,hit_into_play,83.2
FS,L,R,,foul,
FF,R,L,field_out,hit_into_play,69.4
SL,R,L,hit_by_pitch,hit_by_pitch,
CH,R,L,,foul,59.3
FF,R,L,,foul,77.6
CH,R,L,,swinging_strike,
SL,R,L,single,hit_into_play,71.0
SL,R,L,,blocked_ball,
SL,R,L,,called_strike,
SL,R,L,strikeout,swinging_strike,
FF,R,L,,ball,
FF,R,L,,ball,
SL,R,L,,foul,100.7
FF,R,L,,called_strike,
FF,R,L,walk,ball,
FF,R,L,,ball,
FF,R,L,,ball,
FF,R,L,,ball,
ST,R,R,strikeout,swinging_strike,
ST,R,R,,swinging_strike,
FF,R,R,,called_strike,
FF,R,L,single,hit_into_play,72.2
FF,R,L,,ball,
FF,R,L,,swinging_strike,
FF,R,L,,foul,79.4
FF,L,L,strikeout,swinging_strike,
ST,L,L,,ball,
ST,L,L,,swinging_strike,
SI,L,L,,swinging_strike,
FC,L,L,field_out,hit_into_play,76.9
SI,L,L,,ball,
ST,L,L,,ball,
CH,L,R,field_out,hit_into_play,91.7
FF,L,R,,ball,
FC,L,R,,ball,
FC,L,R,,foul,85.4
FC,L,R,,called_strike,
FF,R,L,field_out,hit_into_play,98.0
FS,R,L,,ball,
FS,R,L,,ball,
FF,R,L,,foul,71.8
FF,R,L,,foul,86.9
FF,R,L,,foul,73.0
FS,R,L,,ball,
FF,R,R,field_out,hit_into_play,100.3
FF,R,R,,foul,93.8
FF,R,R,,ball,
ST,R,R,,ball,
FS,R,L,strikeout,swinging_strike,
FF,R,L,,swinging_strike,
FF,R,L,,ball,
FF,R,L,,called_strike,
FF,R,L,home_run,hit_into_play,101.4
CH,R,L,,ball,
CH,R,L,,ball,
FF,R,L,,ball,
FF,R,L,,foul,77.5
FF,L,L,field_out,hit_into_play,81.7
ST,L,L,,ball,
ST,L,L,,foul,
ST,L,L,,foul,59.0
SI,L,L,,ball,
SI,L,L,,swinging_strike,
SI,L,L,,ball,
ST,L,L,,foul,94.2
CH,L,R,home_run,hit_into_play,109.9
CH,L,R,,ball,
ST,L,L,field_out,hit_into_play,69.2
ST,L,L,,swinging_strike,
SI,L,L,field_out,hit_into_play,75.8
SI,L,L,,ball,
ST,L,L,,ball,
FC,R,R,grounded_into_double_play,hit_into_play,75.4
CH,R,R,,ball,
SI,R,R,,foul,81.1
FF,R,L,strikeout,called_strike,
CH,R,L,,ball,
SI,R,L,,foul,74.8
SI,R,L,,swinging_strike,
SI,R,L,,called_strike,
FF,R,L,,ball,
FF,R,L,single,hit_into_play,94.4
FC,R,L,,called_strike,
CU,R,L,,ball,
FC,R,L,,called_strike,
FF,R,L,field_out,hit_into_play,103.4
FF,R,L,,foul,70.0
FF,R,L,,ball,
FF,R,L,,foul,77.3
CH,R,L,field_out,hit_into_play,103.3
CU,R,L,,ball,
FF,R,L,,foul,73.1
FF,R,L,,foul,
SL,R,L,,ball,
FF,R,L,field_out,hit_into_play,47.3
SI,R,R,field_out,hit_into_play,107.6
FC,R,R,,ball,
SI,R,R,,foul,75.5
SI,R,R,,called_strike,
CU,R,L,strikeout,swinging_strike_blocked,
FF,R,L,,foul,80.3
CH,R,L,,swinging_strike,
CH,R,L,,swinging_strike,
CU,R,L,,ball,
FF,R,L,field_out,hit_into_play,99.9
CU,R,L,,foul,64.8
CU,R,L,strikeout,swinging_strike,
SL,R,L,,foul,98.2
FF,R,L,,ball,
FF,R,L,,ball,
SL,R,L,,swinging_strike,
SL,R,L,,blocked_ball,
SI,R,R,single,hit_into_play,109.2
CH,R,R,,ball,
SI,R,R,,ball,
FF,R,L,single,hit_into_play,108.7
CH,R,L,,ball,
CH,R,L,,foul,81.7
FF,R,L,field_out,hit_into_play,100.6
FF,R,L,,called_strike,
CU,R,L,field_out,hit_into_play,60.8
CU,R,L,,called_strike,
FF,R,L,,ball,
FC,R,R,double_play,hit_into_play,103.4
FF,R,L,sac_fly,hit_into_play,100.1
FF,R,L,walk,ball,
CH,R,L,,ball,
FF,R,L,,ball,
FF,R,L,,called_strike,
CH,R,L,,ball,
FC,R,R,single,hit_into_play,73.7
CH,R,R,,ball,
SI,R,R,,ball,
FC,R,R,,ball,
FC,R,R,,called_strike,
FC,R,R,,called_strike,
CH,R,L,walk,ball,
SI,R,L,,ball,
FC,R,L,,called_strike,
SI,R,L,,ball,
SI,R,L,,ball,
CU,R,L,field_out,hit_into_play,68.1
SL,R,L,,foul,78.7
SL,R,L,,called_strike,
FF,R,L,,ball,
FF,R,L,,blocked_ball,
FF,R,L,walk,ball,
SI,R,L,,ball,
CH,R,L,,ball,
CU,R,L,,ball,
FF,R,L,,foul,75.5
CU,R,L,,called_strike,
SL,R,L,,called_strike,
FF,R,L,strikeout,swinging_strike,
CU,R,L,,foul,77.0
FF,R,L,,called_strike,
SL,R,L,strikeout,swinging_strike_blocked,
CU,R,L,,foul,38.4
SL,R,L,,swinging_strike,
FF,R,L,,foul,
SL,R,L,,ball,
FC,R,L,field_out,hit_into_play,86.9
FF,R,L,,ball,
FC,R,R,field_out,hit_into_play,78.1
SI,R,R,,ball,
FC,R,R,,ball,
FF,R,L,strikeout,foul_tip,
FF,R,L,,foul,76.5
CH,R,L,,ball,
FF,R,L,,ball,
CH,R,L,,foul,90.1
FC,R,L,,foul,103.1
FF,R,L,,ball,
CH,R,L,double,hit_into_play,73.7
FF,R,L,,ball,
FF,R,L,,called_strike,
CH,R,L,,swinging_strike,
FF,R,L,,ball,
CH,R,L,field_out,hit_into_play,59.3
CH,R,L,,foul,62.4
CU,R,L,,ball,
FF,R,L,,called_strike,
SL,R,L,,blocked_ball,
SI,R,R,single,hit_into_play,104.4
CH,R,L,strikeout,swinging_strike_blocked,
CH,R,L,,swinging_strike_blocked,
CU,R,L,,ball,
CU,R,L,,blocked_ball,
FF,R,L,,called_strike,
FF,R,L,field_out,hit_into_play,85.2
CH,R,L,,foul,87.3
CH,R,L,,blocked_ball,
CH,R,L,,foul,95.8
CH,R,L,,swinging_strike,
FF,R,L,,ball,
FF,R,L,single,hit_into_play,100.4
SL,R,L,,ball,
SL,R,L,,called_strike,
FF,R,L,,ball,
CH,R,L,,ball,
FF,R,L,single,hit_into_play,90.5
CH,R,L,,ball,
CH,R,L,,foul,66.4
CU,R,L,,swinging_strike,
FF,R,L,,called_strike,
FF,R,R,field_out,hit_into_play,86.0
